Step,Image,Issue Type,Detection Method,Treatment,Rationale
Part 5,ruokolahti_DJI_0085_frame177,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,ruokolahti_DJI_0088_frame257,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,ruokolahti_DJI_0086_frame169,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,ruokolahti_DJI_0086_frame209,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,ruokolahti_DJI_0086_frame237,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,ruokolahti_DJI_0086_frame238,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,ruokolahti_DJI_0086_frame294,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,ruokolahti_DJI_0086_frame295,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,karkkila_DJI_0004_frame132,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,heinola_DJI_0033_frame228,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,karkkila_DJI_0006_frame84,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,karkkila_DJI_0006_frame85,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,karkkila_DJI_0006_frame86,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,karkkila_DJI_0006_frame87,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,karkkila_DJI_0006_frame88,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,karkkila_DJI_0006_frame89,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,karkkila_DJI_0006_frame90,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,karkkila_DJI_0006_frame91,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,karkkila_DJI_0006_frame92,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,karkkila_DJI_0006_frame93,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,karkkila_DJI_0006_frame94,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,karkkila_DJI_0006_frame111,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,karkkila_DJI_0006_frame112,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,karkkila_DJI_0006_frame113,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,karkkila_DJI_0006_frame114,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,karkkila_DJI_0006_frame115,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,karkkila_DJI_0006_frame116,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,karkkila_DJI_0006_frame117,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,karkkila_DJI_0006_frame118,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,karkkila_DJI_0007_frame122,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,heinola_DJI_0048_frame217,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,heinola_DJI_0048_frame218,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,heinola_DJI_0048_frame219,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,heinola_DJI_0048_frame220,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,heinola_DJI_0048_frame221,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,heinola_DJI_0048_frame222,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,heinola_DJI_0048_frame223,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,heinola_DJI_0048_frame224,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,heinola_DJI_0048_frame225,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,heinola_DJI_0048_frame226,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,heinola_DJI_0048_frame227,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,heinola_DJI_0048_frame228,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,heinola_DJI_0048_frame229,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,heinola_DJI_0048_frame230,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,heinola_DJI_0048_frame231,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,karkkila_DJI_0003_frame24,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,karkkila_DJI_0003_frame25,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,karkkila_DJI_0003_frame26,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,karkkila_DJI_0003_frame27,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,karkkila_DJI_0003_frame28,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,karkkila_DJI_0003_frame29,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,karkkila_DJI_0003_frame30,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,karkkila_DJI_0003_frame31,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,karkkila_DJI_0003_frame32,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,karkkila_DJI_0003_frame33,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,karkkila_DJI_0003_frame34,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,karkkila_DJI_0003_frame35,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,karkkila_DJI_0003_frame36,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,karkkila_DJI_0003_frame37,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,karkkila_DJI_0003_frame38,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,karkkila_DJI_0003_frame39,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,karkkila_DJI_0003_frame43,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,karkkila_DJI_0003_frame44,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,ruokolahti_DJI_0080_frame6,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,ruokolahti_DJI_0080_frame92,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,ruokolahti_DJI_0080_frame252,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,ruokolahti_DJI_0080_frame260,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,ruokolahti_DJI_0080_frame294,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,ruokolahti_DJI_0080_frame300,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,ruokolahti_DJI_0080_frame302,Box Count Shift,Mode deviation,Flagged,Smoke might have dissipated or annotation error
Part 5,heinola_DJI_0028_frame7,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame18,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame26,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame40,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame97,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame100,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame110,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame115,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame116,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame119,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame123,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame127,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame128,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame132,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame133,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame146,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame147,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame154,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame155,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame156,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame159,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame164,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame166,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame170,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame171,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame178,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame186,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame222,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame250,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame255,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame256,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame257,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame258,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame260,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame261,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame262,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame263,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame264,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame265,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame266,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame267,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame268,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame269,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame270,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame271,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame272,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame273,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame274,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame275,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame276,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame277,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame278,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame279,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame281,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame282,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame283,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame284,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame285,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame286,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame287,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame288,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame289,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame290,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame291,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame292,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame293,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame294,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame295,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame296,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame297,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame298,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame299,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame300,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame301,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame302,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame303,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame304,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame305,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame306,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame307,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame308,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame309,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame311,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame312,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame313,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame314,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame315,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame316,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame317,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame318,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame319,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame320,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame321,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame322,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame323,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame324,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame325,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame326,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame327,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame328,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame329,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame330,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame331,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame332,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame333,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame334,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame335,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame336,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,heinola_DJI_0028_frame337,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame1,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame2,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame3,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame4,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame5,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame7,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame11,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame12,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame13,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame14,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame15,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame16,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame17,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame18,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame19,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame20,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame21,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame22,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame27,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame31,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame33,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame42,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame46,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame47,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame48,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame51,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame57,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame60,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame61,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame64,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame65,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame66,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame67,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame68,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame69,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame81,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame82,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame85,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame86,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame87,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame92,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame95,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame98,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame102,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame103,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame104,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame106,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame107,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame108,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame109,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame112,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame113,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame114,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame115,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame116,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame117,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame119,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame120,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame122,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,ruokolahti_DJI_0081_frame123,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame1,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame2,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame3,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame4,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame5,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame6,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame7,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame11,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame12,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame13,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame14,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame18,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame19,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame20,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame21,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame25,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame26,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame33,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame35,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame36,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame37,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame43,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame44,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame49,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame50,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame54,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame55,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame56,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame57,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame63,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame65,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame66,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame67,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame68,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame70,Near Duplicate,pHash < 5,Flagged,Temporal static scene
Part 5,evoDJI_0007_frame72,Near Duplicate,pHash < 5,Flagged,Temporal static scene
